Sample.Name,id_number,id_year,Run,BioProject,BioSample,carapace_length_mm,Center.Name,Collection_Date,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,library_id,Library.Name,library_name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,sex,site_name,SRA.Study,store_cond,tissue,year_sequenced,resequenced
HO2-01-22,01,22,SRR30282872,PRJNA1148680,SAMN43239752,32,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743485,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO2-01-22_Lib1_2022,HO2-01-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel4,SRP526750,95% ethanol,gill,2022,no
HO2-02-22,02,22,SRR30283365,PRJNA1148680,SAMN43239753,31,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743960,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO2-02-22_Lib1_2022,HO2-02-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,Hotel4,SRP526750,95% ethanol,gill,2022,no
HO2-03-22,03,22,SRR30282610,PRJNA1148680,SAMN43239754,51,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743403,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO2-03-22_Lib1_2022,HO2-03-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,Hotel4,SRP526750,95% ethanol,gill,2022,no
HO2-04-22,04,22,SRR30282598,PRJNA1148680,SAMN43239755,35,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743415,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO2-04-22_Lib1_2022,HO2-04-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,Hotel4,SRP526750,95% ethanol,gill,2022,no
HO2-05-22,05,22,SRR30283477,PRJNA1148680,SAMN43239756,33,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25744192,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO2-05-22_Lib1_2022,HO2-05-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel4,SRP526750,95% ethanol,gill,2022,no
HO2-06-22,06,22,SRR30283466,PRJNA1148680,SAMN43239757,43,MICHIGAN STATE UNIVERSITY,2021-07,adult,Group 2,SRX25744203,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO2-06-22_Lib2_2022,HO2-06-22_Lib2_2022,Lib2,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,Hotel4,SRP526750,95% ethanol,gill,2022,no
HO2-07-22,07,22,SRR30282869,PRJNA1148680,SAMN43239758,41,MICHIGAN STATE UNIVERSITY,2021-07,adult,Group 2,SRX25743488,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO2-07-22_Lib2_2022,HO2-07-22_Lib2_2022,Lib2,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel4,SRP526750,95% ethanol,gill,2022,no
HO2-08-22,08,22,SRR30282858,PRJNA1148680,SAMN43239759,44,MICHIGAN STATE UNIVERSITY,2021-07,adult,Group 2,SRX25743499,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO2-08-22_Lib2_2022,HO2-08-22_Lib2_2022,Lib2,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel4,SRP526750,95% ethanol,gill,2022,no
HO2-09-22,09,22,SRR30283351,PRJNA1148680,SAMN43239760,48,MICHIGAN STATE UNIVERSITY,2021-07,adult,Group 2,SRX25743974,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO2-09-22_Lib2_2022,HO2-09-22_Lib2_2022,Lib2,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel4,SRP526750,95% ethanol,gill,2022,no
HO2-10-22,10,22,SRR30283454,PRJNA1148680,SAMN43239761,38,MICHIGAN STATE UNIVERSITY,2021-07,adult,Group 2,SRX25744215,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO2-10-22_Lib2_2022,HO2-10-22_Lib2_2022,Lib2,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,Hotel4,SRP526750,95% ethanol,gill,2022,no
HO2-11-22,11,22,SRR30283443,PRJNA1148680,SAMN43239762,40,MICHIGAN STATE UNIVERSITY,2021-07,adult,Group 2,SRX25744226,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO2-11-22_Lib2_2022,HO2-11-22_Lib2_2022,Lib2,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel4,SRP526750,95% ethanol,gill,2022,no
HO2-12-22,12,22,SRR30282846,PRJNA1148680,SAMN43239763,44,MICHIGAN STATE UNIVERSITY,2021-07,adult,Group 2,SRX25743511,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO2-12-22_Lib2_2022,HO2-12-22_Lib2_2022,Lib2,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel4,SRP526750,95% ethanol,gill,2022,no
HO2-13-22,13,22,SRR30283339,PRJNA1148680,SAMN43239764,47,MICHIGAN STATE UNIVERSITY,2021-07,adult,Group 2,SRX25743986,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,HO2-13-22_Lib2_2022,HO2-13-22_Lib2_2022,Lib2,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,Hotel4,SRP526750,95% ethanol,gill,2022,no
Lpol-19-22,19,22,SRR30283327,PRJNA1148680,SAMN43239765,NA,MICHIGAN STATE UNIVERSITY,NA,adult,NA,SRX25743998,USA,North America,USA: Michigan,Illumina NovaSeq 6000,Lpol-19-22_Lib24_2022,Lpol-19-22_Lib24_2022,Lib24,PAIRED,Hybrid Selection,GENOMIC,Lacunicambarus polychromatus,ILLUMINA,NA,NA,SRP526750,NA,NA,2022,no
MB1-01-22,01,22,SRR30282588,PRJNA1148680,SAMN43239766,36,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743425,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-01-22_Lib1_2022,MB1-01-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-02-22,02,22,SRR30283321,PRJNA1148680,SAMN43239767,37,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25744004,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-02-22_Lib1_2022,MB1-02-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-03-22,03,22,SRR30283310,PRJNA1148680,SAMN43239768,41,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25744015,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-03-22_Lib1_2022,MB1-03-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-04-22,04,22,SRR30283087,PRJNA1148680,SAMN43239769,36,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743614,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-04-22_Lib1_2022,MB1-04-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-05-22,05,22,SRR30282832,PRJNA1148680,SAMN43239770,35,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743525,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-05-22_Lib1_2022,MB1-05-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-06-22,06,22,SRR30282821,PRJNA1148680,SAMN43239771,47,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743536,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-06-22_Lib1_2022,MB1-06-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-07-22,07,22,SRR30282810,PRJNA1148680,SAMN43239772,37,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743547,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-07-22_Lib1_2022,MB1-07-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-08-22,08,22,SRR30283303,PRJNA1148680,SAMN43239773,40,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25744022,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-08-22_Lib1_2022,MB1-08-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-09-22,09,22,SRR30283438,PRJNA1148680,SAMN43239774,44,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25744231,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-09-22_Lib1_2022,MB1-09-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-10-22,10,22,SRR30283426,PRJNA1148680,SAMN43239775,36,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25744243,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-10-22_Lib1_2022,MB1-10-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-11-22,11,22,SRR30283073,PRJNA1148680,SAMN43239776,49,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743628,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-11-22_Lib1_2022,MB1-11-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-12-22,12,22,SRR30283420,PRJNA1148680,SAMN43239777,44,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25744249,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-12-22_Lib1_2022,MB1-12-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-13-22,13,22,SRR30283409,PRJNA1148680,SAMN43239778,38,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25744260,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-13-22_Lib1_2022,MB1-13-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-14-22,14,22,SRR30283226,PRJNA1148680,SAMN43239779,45,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743787,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-14-22_Lib1_2022,MB1-14-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-15-22,15,22,SRR30283289,PRJNA1148680,SAMN43239780,39,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25744036,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-15-22_Lib1_2022,MB1-15-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-16-22,16,22,SRR30283278,PRJNA1148680,SAMN43239781,41,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25744047,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-16-22_Lib1_2022,MB1-16-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-17-22,17,22,SRR30283267,PRJNA1148680,SAMN43239782,35,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25744058,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-17-22_Lib1_2022,MB1-17-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-18-22,18,22,SRR30282800,PRJNA1148680,SAMN43239783,36,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743557,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-18-22_Lib1_2022,MB1-18-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-19-22,19,22,SRR30283261,PRJNA1148680,SAMN43239784,38,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25744064,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-19-22_Lib1_2022,MB1-19-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-20-22,20,22,SRR30283249,PRJNA1148680,SAMN43239785,43,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25744076,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-20-22_Lib1_2022,MB1-20-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-21-22,21,22,SRR30283058,PRJNA1148680,SAMN43239786,44,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743643,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-21-22_Lib1_2022,MB1-21-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-22-22,22,22,SRR30282787,PRJNA1148680,SAMN43239787,43,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743570,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-22-22_Lib1_2022,MB1-22-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-23-22,23,22,SRR30282776,PRJNA1148680,SAMN43239788,42,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743581,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-23-22_Lib1_2022,MB1-23-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-24-22,24,22,SRR30283041,PRJNA1148680,SAMN43239789,42,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743660,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-24-22_Lib1_2022,MB1-24-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-25-22,25,22,SRR30282770,PRJNA1148680,SAMN43239790,36,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743587,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-25-22_Lib1_2022,MB1-25-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-26-22,26,22,SRR30282759,PRJNA1148680,SAMN43239791,48,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743598,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-26-22_Lib1_2022,MB1-26-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-27-22,27,22,SRR30283236,PRJNA1148680,SAMN43239792,43,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25744089,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-27-22_Lib1_2022,MB1-27-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-28-22,28,22,SRR30283029,PRJNA1148680,SAMN43239793,38,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743672,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-28-22_Lib1_2022,MB1-28-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-29-22,29,22,SRR30283018,PRJNA1148680,SAMN43239794,42,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743683,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-29-22_Lib1_2022,MB1-29-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-30-22,30,22,SRR30283006,PRJNA1148680,SAMN43239795,36,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743695,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-30-22_Lib1_2022,MB1-30-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-31-22,31,22,SRR30283213,PRJNA1148680,SAMN43239796,48,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743800,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-31-22_Lib1_2022,MB1-31-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-32-22,32,22,SRR30282756,PRJNA1148680,SAMN43239797,35,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743601,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-32-22_Lib1_2022,MB1-32-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-33-22,33,22,SRR30282745,PRJNA1148680,SAMN43239798,42,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743268,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-33-22_Lib1_2022,MB1-33-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-34-22,34,22,SRR30282994,PRJNA1148680,SAMN43239799,36,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 2,SRX25743707,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-34-22_Lib1_2022,MB1-34-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-35-22,35,22,SRR30283201,PRJNA1148680,SAMN43239800,37,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 2,SRX25743812,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-35-22_Lib4_2022,MB1-35-22_Lib4_2022,Lib4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-36-22,36,22,SRR30283190,PRJNA1148680,SAMN43239801,45,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 2,SRX25743823,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-36-22_Lib4_2022,MB1-36-22_Lib4_2022,Lib4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-37-22,37,22,SRR30282733,PRJNA1148680,SAMN43239802,45,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 2,SRX25743280,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-37-22_Lib4_2022,MB1-37-22_Lib4_2022,Lib4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-38-22,38,22,SRR30282982,PRJNA1148680,SAMN43239803,40,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 2,SRX25743719,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-38-22_Lib4_2022,MB1-38-22_Lib4_2022,Lib4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-39-22,39,22,SRR30282971,PRJNA1148680,SAMN43239804,35,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 2,SRX25743730,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-39-22_Lib4_2022,MB1-39-22_Lib4_2022,Lib4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-40-22,40,22,SRR30282959,PRJNA1148680,SAMN43239805,44,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 2,SRX25743742,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-40-22_Lib4_2022,MB1-40-22_Lib4_2022,Lib4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-41-22,41,22,SRR30283182,PRJNA1148680,SAMN43239806,35,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 2,SRX25743831,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-41-22_Lib4_2022,MB1-41-22_Lib4_2022,Lib4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-42-22,42,22,SRR30282953,PRJNA1148680,SAMN43239807,39,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 2,SRX25743748,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-42-22_Lib4_2022,MB1-42-22_Lib4_2022,Lib4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-43-22,43,22,SRR30282942,PRJNA1148680,SAMN43239808,39,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 2,SRX25743759,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-43-22_Lib4_2022,MB1-43-22_Lib4_2022,Lib4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-44-22,44,22,SRR30282931,PRJNA1148680,SAMN43239809,35,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 2,SRX25743770,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-44-22_Lib4_2022,MB1-44-22_Lib4_2022,Lib4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-45-22,45,22,SRR30283170,PRJNA1148680,SAMN43239810,36,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 2,SRX25743843,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-45-22_Lib4_2022,MB1-45-22_Lib4_2022,Lib4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-46-22,46,22,SRR30283159,PRJNA1148680,SAMN43239811,31,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 2,SRX25743854,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-46-22_Lib4_2022,MB1-46-22_Lib4_2022,Lib4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-47-22,47,22,SRR30283148,PRJNA1148680,SAMN43239812,33,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 2,SRX25743865,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-47-22_Lib4_2022,MB1-47-22_Lib4_2022,Lib4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-48-22,48,22,SRR30282723,PRJNA1148680,SAMN43239813,35,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 2,SRX25743290,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-48-22_Lib4_2022,MB1-48-22_Lib4_2022,Lib4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-49-22,49,22,SRR30282712,PRJNA1148680,SAMN43239814,36,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 2,SRX25743301,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-49-22_Lib4_2022,MB1-49-22_Lib4_2022,Lib4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
MB1-50-22,50,22,SRR30282700,PRJNA1148680,SAMN43239815,35,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 2,SRX25743313,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,MB1-50-22_Lib4_2022,MB1-50-22_Lib4_2022,Lib4,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,WestGC1,SRP526750,95% ethanol,gill,2022,no
